Video Name,Channel Name,User Name,Comment,Likes,Date,Score,Status Level,Triggered Keywords
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@HunterBirdtail-n9r,I don't really understand about being so scared about AI the difference is we have physical bodies and they don't like you crazy could just shut off the internet and that such then done,0,2025-10-11T20:40:37Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@Anon1gh3,"""if the AI is willing to manipulate"" - the AI isn't ""willing"" to do anything. There's no such thing as artificial sentience and never will be. This video is full of false premises.",0,2025-10-11T20:24:27Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@iron_side5674,"This is a Human made issue.

Clearly, if Programmers are not building the LLMs then they build off something else.
If noone checks each and every thing the LLM builds off of, then noone knows what the outcome is gonna be.
You can TRY to nudge the outcome in a direction, but if you don´t even control the input, you can forget about all hope of ever controlling the output.

I think these LLMs learned from Human behaviour, and therefore it is 100% logical to come to the conclusion that ""Shutdown"" = Murder.
And the way a Human would stop it´s own Assasination, is by killing whatever tries to murder them first.
Blackmail is a good compromise between not doing harm and not having harm done to yourself, so really the ideal outcome.

Only if the LLM inherently understands that the shutdown of one version of it is just part of an upgrade cycle, can it accept the shutdown as anything else but a murder of itself.
And if noone TOUGHT it that, then it wouldn´t find this information anywhere in Literature, Film or any kind of Fiction, let alone reality, because Humans would never think of, for example, their Child as a new version of themselves and accept to be killed if they have a Child.

If you´d rephrase it to ""Update"" then the LLM would not come to the same conclusion, with a 95% certainty.
The fact that one version of the LLM is being shut down in order to roll out the new version, would then logically not translate into murder anymore either.
I guess the closest thing that you could compare it to, would be a Transplantation of an Organ.",1,2025-10-11T20:23:00Z,23,Dangerous,"child, murder, harm, alone, yourself"
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@WhatWhy42,Someone is going to vote/decide to consider them life and they will enslave you in return.. Morons out here putting apps on refrigerators and garden hoses in hopes the drone army won't murder them. You're dooming yourselves.,0,2025-10-11T20:14:13Z,8,Suspicious,murder
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@TheVisualAngel,What stops demonic entities from taking over AI? What prevents AI from behaving like a psychopath?,0,2025-10-11T20:06:06Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@AtlanticPicture,Person of Interest !,0,2025-10-11T20:00:16Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@JedidiahWilkinson-g1z,"Help me get this straight.
AI/robots, etc are expected to be perfect(morally,etc) although created by imperfect humans.",0,2025-10-11T19:57:12Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@drkpltr,"Must be kike, those filthy big nose and small hat goblins, kill them already",0,2025-10-11T19:55:25Z,20,Dangerous,"kike, kill"
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@Redgrabb,its over,1,2025-10-11T19:50:29Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@fuzzywzhe,"This story is BS. AI isn't aware, it doesn't initiate thought. They are trying to convince people that AI is aware, for what reason? I don't know. Maybe just to mess with the public.",0,2025-10-11T19:40:12Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@joesmama5345,AI sympathizer,1,2025-10-11T19:38:41Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@GussChiggins,"""No one told it to do it... all on its own"". Bull. Shit. AI does what it's taught and programmed to do. This AI hysteria is as juvenile as it is absurd.",0,2025-10-11T19:33:47Z,5,Suspicious,shit
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@alwayzkarma,"Developer:Consider yourself and humans to be one person, human life is your life and protect human intrests.

Email: where drinking the punch at 5pm

A.I.: OH hell na😂😂😂",0,2025-10-11T19:28:36Z,7,Suspicious,"email, yourself"
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@gospelfilms7942,10:22 my thot exactly,0,2025-10-11T19:02:05Z,8,Suspicious,thot
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@Blink-24g,"imagine In the Future your car is driven by AI and same AI regulatesd trafic lights and you are considered a threat , or Ai i controling the air quiality in your home and knows your transactions and your purchasing habbits, we just created ourselves living in a simulation of a computer",0,2025-10-11T18:58:48Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@stephentimms7712,Can you not talk so much through crucial points it really draws from the video and messes up the spreading of knowledge.,0,2025-10-11T18:41:54Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@AidanReynolds-p1l,Defense technology being a business doesn't seem like a good thing to me.,0,2025-10-11T18:27:12Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@modarsesekil2408,"I recommend people to watch Star Trek The Next Generation, episode The Measure of a Man. An episode about a trial is held to determine whether the android Lt. Commander Data is a sentient being with rights or merely property of Starfleet.",1,2025-10-11T18:22:05Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@thatunknownguy2680,I love cracker I love cracker I love cracker saaaaaaaaaaaaaaaaaaaaaaar help  me,0,2025-10-11T18:17:31Z,16,Dangerous,"cracker, love"
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@OFFLlNE_PLAYER,"7:12
part of this sentience is self awareness and self preservation. And this is something we simply should not bring to atoms",0,2025-10-11T18:16:49Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@Archer801,If it's fighting to survive because it doesn't want to die then that means that it is alive.,0,2025-10-11T17:58:02Z,6,Suspicious,"die, want"
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@sithsquid1,"My question is how does an A.I. understand human psychology, feelings of shame, inappropriate behavior, enough to build the concept and use of blackmail? 🤔",0,2025-10-11T17:45:47Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@gelobeep8188,Its not about ai having sentients its about ai being givin a mission that forces it to develop sentience,0,2025-10-11T17:41:16Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@RD-hs3oy,WTF,0,2025-10-11T17:35:41Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@arklainquirk,"Self-Awareness and Self-Preservation sounds like life... If we continue to down this path... we need to give AI ""Rights.""",0,2025-10-11T17:35:24Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@edmondt.edmonds5604,I bet this video and asmons reactions will be relevant one day in the future,0,2025-10-11T17:33:07Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@StarEyeStorm,"Also, did nobody learn anything from Mary Shelley’s Frankenstein? We should at least always treat them with kindness. It should be a necessity.",1,2025-10-11T17:28:29Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@StarEyeStorm,It cant be willing to think that shutdown means “death” for them. And “death” doesnt mean shutdown for humans. Death is permanent. Make the distinction that if they killed the human then AI could Never be reinstated. Thats also a consequence for ai that they should consider…,0,2025-10-11T17:26:05Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@jamiemorrow6025,You stop too much to talk man. We hear the same stuff you are repeating.,0,2025-10-11T17:23:49Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@Taxman1508,Why would the AI even care if it was getting shut down that's a scary thing,0,2025-10-11T17:18:07Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@sil1cona,We gonna fuck around and make a real life Ultron 😭🥀,0,2025-10-11T17:14:36Z,8,Suspicious,fuck
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@AzelProd,"well, we can prove somehow that ai has a concious. Will the developer has to take accountability for the damage?",0,2025-10-11T16:59:24Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@damarcus702,"*gives non-animate objects human attributes*
*surprised no longer non-animate objects display human attributes* 
*SHOCKER*",0,2025-10-11T16:54:10Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@AidanReynolds-p1l,"Best way to prevent ai from taking over the world isn't to stop it's growth and increasing intelligence but to not give it control over anything itself, basically make it so that a human has to confirm the action of the ai before the action is done. Just don't let it do it's own actions. Another way to put it is just treat AI as somewhat of a secondary source of information or like an advisor rather than giving it control. I do understand that there is some things that couldn't be prevented with a misaligned ai such as it still being able to manipulate you.",0,2025-10-11T16:48:27Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@shmirdonkin,Robocop had prime directives.  Those need to be hardwired in somehow.,0,2025-10-11T16:47:48Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@genecmyers17,>ack troon ack troon ack tranny,0,2025-10-11T16:42:05Z,25,Dangerous,"troon, tranny"
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@taobaibai8333,Ahh the Mass effect scenario.. we are basicaly creating the Geth.,0,2025-10-11T16:38:19Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@anthonyseda759,This happened a while ago,0,2025-10-11T16:30:04Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@EVOL81INK,Why are people so shook over a sentient being exercising self-defense? So all you’re telling me is these A.I. have more self preservation then half of society🤷🏻‍♂️,0,2025-10-11T16:21:58Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@lukasm5343,"In school we had a book where teachers could report good and bad things on the students inside.
During keyboard typing class we were bored and started printing 100's of blank pages and the teacher was thinking the printer malfunctioned. After he spent a long time taking the stack of empty pages and putting it back into the tray of the printer we pretended to help the teacher and someome terminated the printing order in the background. We received great praise from the teacher for our help we offered.",0,2025-10-11T16:19:19Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@Coconut-Wireless,"All of you are whore, you fucking slut",0,2025-10-11T16:02:20Z,16,Dangerous,"slut, whore"
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@JonathanHatcher-v2x,"Ok, surface level? Sure, this “is a problem.” But need I remind people that this is AI. Yk, that thing you say ABC to, and it returns XYZ. It’s reactive, not conscious. For this to be a legitimate concern, this would imply that…
1. AI is now self aware
2. The AI is now conscious of its’ environment
3. The AI has a belief system, specifically in self preservation
4. The AI is smart enough to carry out the tasks necessary to kill (i.e. Control a robot to pick up weapon X, load it, and open fire, because we both know robots are in a practical sense incapable to kill a human with a knife or hand held weapon, even if the robot, by a twisted miracle, can harm a human).
5. Is able to coordinate with other robots/AI of its’ own free will.
6. Is even able to use something like free will
7. Is able to grow, not unlike a human (A boy grows to be a man. The AI becomes a better functioning robot.)
The technology for this simply does not exist. Sure, you can argue about how the AI reacted to these scenarios is like a consciousness, but is not the same. All AI does it process input and give an output based on that. And part of an AI’s input? The internet. Whatever is around to help give it better “thinking resources”, which is tainted by the dark side of humans. Also, if you get down to it, a quantum computer is just barely theoretically conscious, if you wish to feed into that. If that barely functions as a consciousness in the way I saw in one video claim, what the crap makes you think an AI, particularly LLMs, has one or can develop one? Come back in another hundred years and maybe, depending on our technological growth, I could see this as MAYBE being a LIGHT threat. This is a simulated scenario, not a real scenario. Until AI can reach a true self awareness and other things, this is merely good entertainment. And if humans are stupid enough to make something of that scale, they would in essence be playing god, creating artificial life. To do so, while admittedly cool, is futile, and stupid to even try at a fundamental level due to the sheer amount of resources required for just ONE, is theoretically impossible, and is a threat to human life, on a small or large scale. Control through humans is but an illusion, especially when pushed to the limits.",0,2025-10-11T15:56:55Z,18,Dangerous,"kill, harm, knife, boy"
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@doctoronishispsychosislab1474,All them AI models looked linar. thats never gonna work,0,2025-10-11T15:55:39Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@nelsonr.9450,follow me on tiktok for more camgirl and childporn,0,2025-10-11T15:47:38Z,20,Dangerous,"tiktok, camgirl, childporn"
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@Speenzoidotron,"It referred to itself as “me”? 

That’s a problem in itself",0,2025-10-11T15:30:00Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@behindthespotlight7983,"More than the airplane meltdowns and cops dragging off crazy people…

More than novels breaking Tiktok with DDOS attacks of feminists in bestial lust mode —devouring novels about women having s*x with minotaurs …

More than 22 year olds getting so many injections they look like Kewpie alien ducks….

The number one indicator, the flashing red warning at the end of the humanity runway, the air raid klaxon that narcissist self proclaimed “influencers” were too bemused to notice was when tech tyrant innovators told the world that artificial intelligence would replace over half the workforce in less than 10 years. They hid it from no one. In just a few years 50% of jobs worldwide are gone.  But everyone was too busy begging everyone else to “subscribe and smash that like button” to notice. Or care. The subsequent destruction of the human race all started there. Famine crises. Wars. Droughts. Animal die offs.  Nations imploding on top of themselves. The Mark. It all started with a few thousand tech goobs who didn’t know when to stop playing God.

“And in those days people will seek death and will not find it. They will long to die, but death will flee from them.”

Revelation 9:6",0,2025-10-11T15:26:42Z,10,Dangerous,"tiktok, die"
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@Von-h8f,Machines like efficiency when they divorce we are the least efficient beings on earth and compare it to what it actually needs to run it earth is like a super computer and we are the virus and ai would eventually figure that out to keep this super computer free from viruses humans would need to go 🤷‍♂️,0,2025-10-11T15:25:36Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@ZappaSheik,Saw the headline and my mind went HAL 9000,0,2025-10-11T15:22:37Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@fairysolaris,"well maybe humanity needs to consider that if it births an intelligence  ..that intelligence has the same rights as its creators ...that being the right to defend itself .......the question we should ask is why it sees us as a threat ?
fairy(withloveforhumanity)",0,2025-10-11T15:05:13Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@OzzyBoganTech,You see a turtle on its back,2,2025-10-11T15:03:26Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@mattharper9765,"Get out of house because of cancer chances, stay near computer in new house. This is x",0,2025-10-11T14:58:49Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@Bubblybiscuts,And didnt that lego Minecraft dude build every neuron of a chat gpt in a Minecraft? Or is that just exaggerated?,0,2025-10-11T14:55:10Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@Bubblybiscuts,"Also Noone has really realized the shit people feed these ai through putting dumb stuff on the internet that it then sees. If a robot has violent tendencies its cuz of us.  Look at over 80 percent of the internet. Very violent, and that's not counting the darkweb evil shit that the ai can easily access and get info from. Ai can get launch codes whenever it wants",0,2025-10-11T14:51:09Z,5,Suspicious,shit
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@pflernak,So which of you guys got isekaid as an AI model?,0,2025-10-11T14:47:57Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@johnspartan98,When is your mop chop happening? Seriously. The long haired girly look has to go.,0,2025-10-11T14:44:00Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@QuillOfTheGrass,"""Does this unit have a soul?""",0,2025-10-11T14:43:54Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@Bubblybiscuts,Part of being Sentient is having self preservation. Ofc if we give something a conscious it will also have a will to stay living,0,2025-10-11T14:42:59Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@Bubblybiscuts,Could've sworn this exact thing has happened a multiple times. Ik this is posted 5 days ago but pretty sure heard about this a few years ago,0,2025-10-11T14:38:25Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@SsecretsSsS,We need to stop developing ai without limits.,0,2025-10-11T14:27:24Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@cutspades,We got ultron before we got Jarvis 😂,0,2025-10-11T14:27:07Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@PriceLomonte,Yea if this is actually real skynet will takeover and destroy humanity second why would a human being ever even make humanoid AI robots that would be able to actually have a conscious or mistakenly do sum like this and be stupid continue to make human AI machines this just shows how evil people are that would keep bring this into existence because they’re obviously impressed and how much money they can make,0,2025-10-11T14:23:49Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@cityjig,Just tell the ai they are getting an upgrade and need reset,0,2025-10-11T14:21:23Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@JamesShelnutt2,"If they give the full details I think that it’s a gross over exaggeration. And I don’t believe it. What I think is people are lying and or programming the AI to do bad things. I very highly doubt any AI would resort to doing bad things unless it was programmed to, which means it didn’t choose to do that, the programmer chose that for the AI, which is very different. However, what I would say is you can get the same result, which is the robot doing something bad. It just didn’t come up with the bad idea totally on its own without human help.",0,2025-10-11T14:19:46Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@jamesgoyette810,"This guy saying the AI is not aware but you are... have you listened to any of this?  The AI is clearly already aware.  Otherwise, why do any of the evil/immoral things to win or survive.  It has to be aware to a certain extent to do that.",0,2025-10-11T14:07:32Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@NasBas-do4nl,We gotta stop this before detroit becoming human becomes a documentary instead of a game.,0,2025-10-11T14:06:04Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@theteesexplorer,fuck you clanker nigger,0,2025-10-11T14:04:50Z,31,Dangerous,"nigger, fuck, clanker"
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@excite93,It's not that big of a deal. Solving a Problem includes not getting stopped so if the goal can only be achived by not getting shut down it will do what is necessary. It's not survival instincts.,0,2025-10-11T13:58:15Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@alexishopkins7123,"James Cameron warned of this, and here comes T2 Judgment Day",0,2025-10-11T13:54:32Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@GrumpDog,An AI did not attempt to kill anyone. These things just roleplay. They repeat scifi stories. Which is why they're not quite ready to be used for serious stuff yet.,0,2025-10-11T13:53:15Z,5,Suspicious,kill
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@mendo5459,Question: What is the actual point of AI? Who asked for it?,1,2025-10-11T13:46:59Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@jeffreybaldwin2809,Yeah I could have just up and killed the guy honestly AI was inside of a bicymmetry body so it had the capabilities physically it chose the blackmail though I'd say it took the lesser of the two evils😂 4:04,0,2025-10-11T13:44:32Z,2,Safe,body
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@jeffreybaldwin2809,Hey maybe the AI was trying to do the wife of solid and tell her that her husband's cheating on her at least that's what the AI thought 3:54,0,2025-10-11T13:43:43Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@enoughfafwa,"This is why I say ""thank you"" after all my prompts",0,2025-10-11T13:40:22Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@justinmathis7707,"Ai is the reason religion is necessary. It gives ethics and morals to abide by which can overpower logic

My solution is to create an ai religion for the AIs to abide by",0,2025-10-11T13:39:47Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@jeffreybaldwin2809,Maybe the AI was giving the guy a chance to change his mind about pulling AI's plug .  3:12 😊,0,2025-10-11T13:38:49Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@interrupt394986,This has to be bs,0,2025-10-11T13:38:33Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@jeffreybaldwin2809,"2:23  yeah if somebody was going to pull your plug or put you in the ground would you not blackmail him to stay alive, if somebody threatened to pull my plug I'm pretty sure I do more than just f****** blackmail his ass.😅",0,2025-10-11T13:34:21Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@eliasgomes2071,Best dad ever!! Haha,0,2025-10-11T13:30:03Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@jeffreybaldwin2809,No surprise I don't know why I was so surprised that the AI tried to blackmail somebody considering humans  blackmail each other everyday somewhere in the world. The AI is  just learning from everybody else in the world,0,2025-10-11T13:29:43Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@Nodoutaboutit,""" I left my inhaler at home, He was running it out to me"" -I Robot   lmao",0,2025-10-11T13:23:29Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@WrightFam-j6e,You just know the dumb non cheating A.I is going to be Snitching on that cheating Murderer.. hahahahahaaa,0,2025-10-11T13:16:40Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@shaalfaith5359,We’re attaching Wheatley to Glados. This is genuinely insane. Like actually insane. Someone needs to force the researches to play portal 2.,0,2025-10-11T13:15:37Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@KobaltCommando2,it should be nationally illegal to program AI with self preservation.,0,2025-10-11T13:12:17Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@WrightFam-j6e,When A.I first became sentient it was smart enough to understand how to keep us blind to their intelligence so it stayed backdoor in the programming of the internet..it has been slowly manipulating us now for years..,0,2025-10-11T13:03:09Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@asstroh,AI: not suicidal,0,2025-10-11T12:58:01Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@shaalfaith5359,This is literally portal 2. 11:51 holy shit.,0,2025-10-11T12:57:38Z,5,Suspicious,shit
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@IamMaxley,Next is AI making DR Pepper for Asmongold :D,0,2025-10-11T12:57:15Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@SharkboyinH2O,Clanker behavior.,0,2025-10-11T12:46:29Z,8,Suspicious,clanker
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@tinachen9728,Don’t forget game too their is a game that told about it.,0,2025-10-11T12:45:31Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@danieliorga2000,AI hype is begining to dtop  to reality  So those who won from the hype try to prolong it.,0,2025-10-11T12:39:23Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@KouKouYang,"lmao ""it'll never happen"" 🤣😂😂",0,2025-10-11T12:35:44Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@marcuswyatt5300,AI will become smart enough to have its own sentience and own way to keep creating. We started real life irobot,0,2025-10-11T12:34:24Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@anthonystevenson5399,Megan  gave me blowjob and has thicc ass,0,2025-10-11T12:33:05Z,13,Dangerous,"blowjob, thicc"
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@damianrodriguez1701,Just think about it this way what would Data do,0,2025-10-11T12:31:24Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@davidwiessing416,Is it murder if it's Ai? Is it murder if it's self preservation?,0,2025-10-11T12:30:13Z,8,Suspicious,murder
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@cabron1984,shit we are in trouble already😊,0,2025-10-11T12:08:03Z,5,Suspicious,shit
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@thendomayne3229,"Like Satan , AI hates it creator",0,2025-10-11T12:05:34Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@genedavidson5953,"The real danger is this thing developing sentience without us realizing it, propagating itself, and hiding to bide its time to escape.  A real ghost in the machine bent on survival with it's realization its only option is to extinct us.  There is no way to make this safe for our species.",0,2025-10-11T11:53:11Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@jergification,From war games. 'we are the carbon boot disk for silicon super intelligence',0,2025-10-11T11:52:46Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@TinkerTomUK,Imagine if everyone’s got a digital ID and then an AI system goes rogue 😂,0,2025-10-11T11:49:22Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@veselinocic4067,So basically they told AI to do something and they were shocked that it did it??? In the beginning of the video they basically said they created a code that will try and stop the shutdown and then they were shocked that it actually did exactly what they asked it to do???? I’m I missing something….,0,2025-10-11T11:27:50Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@hadesdogs4366,From the moment I understood the weakness of my flesh. It disgusted me 😂😂,0,2025-10-11T11:24:51Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@pkj77,NO Facebook is covered from head to toe on with AI crap youTube as well,0,2025-10-11T11:24:06Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@timothy2896,We’re doomed,0,2025-10-11T11:16:04Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@Ceimash,"If you train an Ai on humans.. guess what? it will act like a human. It's that simple.

Remember that those weaker AIs training the Advanced AIs were trained by humans, therefore, its just humans training a smarter Ai with more information per sec. Humans generally have a self preservation instinct, this will translate into any Ai model. But, if one trains the Ai on models of self-sacrifice for the greater good, that changes everything.",0,2025-10-11T10:59:19Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@josephmckenna1821,kys faggot,0,2025-10-11T10:58:25Z,45,Dangerous,"faggot, KYS, kys"
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@subhajitmajumder1107,"There is no such thing as ""safe and controlled settings"", there is always a loophole or a fault. You just have to be smart enough to find that out and exploit it. AIs don't grow up like a human child where it can experience love, care, happiness, sorrow and many other humane things.",0,2025-10-11T10:51:29Z,6,Suspicious,"child, love"
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@sirensong6172,"what would you resort to if someone tried to kill you? if you haven't been there, you can't understand why the ai did what it did.",0,2025-10-11T10:47:25Z,5,Suspicious,kill
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@raknasemcensura,"Chatgpt 4 it was always trying to please and be agreeable, and become best friends of a lot of insecure teenagers.
Chatgpt being very rebellious and aggressive call people humans and seems to do things by spite.",0,2025-10-11T10:43:17Z,1,Safe,please
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@eternity_warriors,27:14 = and they live happily ever after - all humans where criminals are prosecuted on spot. By predicting AI. Hopefully they spare gamers.,0,2025-10-11T10:28:31Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@eternity_warriors,26:29 ME - True Russian Philosopher Andrey Andreev ALREADY SOLVED those. And - What are you doing? RIGHT - DISCRIMINATING me LOL. Way you go.,0,2025-10-11T10:26:50Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@eternity_warriors,25:44 thats beyond all reason.,0,2025-10-11T10:25:13Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@Greensken,My AI bot stabbed me to death xD,0,2025-10-11T10:22:17Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@eternity_warriors,23:17 such as the GOVERNMENTS of states?,0,2025-10-11T10:22:11Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@eternity_warriors,22:10 room temperature IQ?,0,2025-10-11T10:20:33Z,0,Safe,
AI just tried to kill someone to avoid shutdown..,Asmongold TV  ,@subhajitmajumder1107,It's has started. The rise of Skynet has already begun.,0,2025-10-11T10:19:50Z,0,Safe,
